1,-0.000691,-0.005427,0.011951,-0.010075,0.022513,-0.005889,-0.003197,0.009803,-0.004193,-0.007715,-0.000684,-0.022472,0.016535,-0.002954,-0.002601,-0.008336,-0.004919,-0.001514,0.005812,-0.012399,-0.017981,-0.004010,0.007427,0.005744,-0.005484,-0.003727,0.008193,0.016674,0.000322,0.016234,-0.008553,-0.000702,0.002902,0.010566,0.004538,0.005575,0.010520,0.002536,-0.000205,0.002685,-0.000825,-0.008942,-0.002916,-0.009099,-0.010896,-0.002552,-0.009481,0.013508,0.008253,0.013766,0.003141,0.009412,0.000969,-0.013970,0.003168,0.002880,0.005227,0.007371,-0.001838,0.001693,0.009189,-0.008663,-0.003168,0.017459,0.004139,0.014645,0.000510,-0.010671,0.003608,0.015966,0.003038,0.000329,0.001056,-0.010070,-0.003447,0.002516,0.000478,-0.024960,-0.002533,0.003950,0.004820,0.014948,0.007567,-0.004388,-0.014377,0.009937,0.003580,-0.018896,0.009821,0.007104,0.016950,-0.000930,-0.000596,0.008715,0.008378,0.007345,-0.012174,-0.013183,-0.007495,0.004795,-0.010313,-0.008959,-0.000251,0.004328,-0.004264,-0.000338,-0.027085,-0.011376,0.008441,-0.010478,0.001879,0.003739,0.016541,0.015937,0.000171,-0.007419,0.000610,-0.000048,0.006240,-0.001015,0.010563,0.000286,0.007070,-0.007164,-0.002420,0.007727,0.002499,-0.005067
2,0.000912,-0.005346,-0.002731,-0.008354,0.016637,0.002405,-0.004078,-0.001215,-0.005091,-0.011018,0.002877,-0.007475,-0.000775,-0.005024,-0.001315,-0.003878,-0.005264,-0.006852,0.001015,-0.007095,-0.008199,-0.002858,0.009186,-0.000399,-0.009270,0.004723,-0.002048,0.003514,-0.003315,0.003127,-0.003984,0.003724,0.003138,0.010016,0.005558,0.003217,0.001023,0.004067,0.000355,0.006582,0.004097,-0.010142,-0.002391,-0.002453,0.001786,0.006125,-0.011625,0.001165,0.001953,0.004755,-0.000814,0.000790,0.001873,0.001714,0.001229,0.013162,0.006585,0.009691,-0.004303,0.009431,0.000387,-0.007781,0.003368,0.005666,-0.000409,0.002915,0.002480,-0.001311,0.001054,0.006018,0.001299,-0.015371,-0.004041,-0.010481,-0.000207,-0.002194,0.006635,-0.008824,-0.003311,0.002705,0.009133,0.006504,0.000139,-0.002175,-0.008346,0.008527,0.000466,-0.014444,-0.000868,0.003765,0.005812,-0.001119,-0.004082,-0.001735,0.004027,0.012312,-0.000215,-0.008739,-0.003567,0.001043,-0.004403,-0.005389,-0.000634,-0.003434,-0.006463,-0.004236,-0.015281,0.004278,0.005586,-0.004763,0.005934,-0.005010,0.000025,0.002099,0.008236,0.000144,0.005014,-0.000770,0.008595,-0.002922,0.011476,-0.002637,0.001797,0.002328,0.006309,0.009957,0.003354,0.001511
3,-0.000248,0.007649,0.007623,0.005814,-0.000297,-0.005763,-0.009474,0.001229,0.001828,-0.004065,0.003889,-0.012039,0.011273,0.004140,-0.006120,0.005313,-0.001688,-0.001949,-0.000937,0.001458,-0.001524,-0.001733,0.000991,0.003999,0.002478,-0.002257,-0.003042,0.002962,0.005269,0.007468,0.003607,0.004303,-0.000251,0.002327,0.003953,-0.003705,0.005561,-0.006371,0.002249,0.004560,-0.007587,0.008147,0.004551,-0.006276,0.000865,-0.010637,-0.003994,0.008457,0.006560,0.000112,0.003253,0.007866,0.001695,0.001452,0.001111,-0.004551,0.002174,-0.003673,0.001053,-0.006813,0.001824,-0.000493,-0.000374,0.004983,0.003641,0.000895,-0.005163,-0.000345,-0.002087,0.001951,-0.000862,0.004038,-0.003611,0.003623,0.003260,0.000830,-0.004848,-0.001918,0.004973,-0.002783,-0.002164,0.007142,-0.001268,-0.010045,-0.010040,0.003856,-0.005687,-0.007198,0.003969,0.003289,0.007984,0.007718,-0.000732,0.000778,0.000077,-0.002033,-0.007547,0.002616,-0.001243,0.007363,0.000055,-0.000704,0.000520,0.003478,-0.003497,0.004894,-0.008403,-0.009021,0.001737,0.002795,-0.002912,0.005033,0.001303,0.010134,-0.004162,0.002677,-0.013679,-0.005149,-0.001252,0.007105,0.000096,-0.010563,0.002554,-0.011072,-0.004143,0.004064,-0.000852,-0.003058
4,0.001522,0.003417,0.013803,0.000420,0.009787,-0.011423,-0.001981,0.013354,-0.010739,-0.009012,-0.004886,-0.025134,0.014323,0.006217,-0.007224,-0.001093,-0.013095,-0.004188,0.004675,0.001303,-0.010662,-0.002351,0.012303,0.012738,-0.007105,-0.001509,0.007093,0.012255,0.007225,0.015304,-0.001925,0.005453,0.010074,0.003198,0.004600,0.005385,0.004491,-0.004667,0.001782,0.004383,-0.005840,0.004238,0.004649,-0.004867,-0.004626,-0.014144,-0.017606,0.008147,0.004979,0.007383,0.008843,0.017359,-0.002425,-0.008337,0.005598,0.005486,-0.004925,-0.001753,-0.005358,-0.006827,-0.000464,-0.003807,0.001466,0.016843,0.006572,0.003238,-0.019825,-0.001222,0.008696,0.011050,-0.001753,0.013313,0.001137,-0.006660,0.007914,0.009839,0.000763,-0.015188,0.009740,0.007053,-0.005760,0.018001,-0.002593,-0.014314,-0.020679,0.006835,-0.001958,-0.020826,0.007782,0.013194,0.021588,0.003261,0.005799,0.010774,0.008424,-0.008175,-0.009421,-0.009652,0.002146,0.001761,-0.010897,-0.005719,0.001357,-0.000455,-0.010411,0.013366,-0.018141,-0.010658,0.001542,0.003759,-0.005719,-0.001198,0.012148,0.012346,-0.000530,-0.002619,-0.008451,-0.011762,0.010298,0.005945,0.002400,-0.006446,0.010842,-0.013587,-0.001180,0.014670,0.004116,-0.007843
5,-0.023973,0.015036,0.041980,-0.015672,0.018202,-0.020283,-0.029665,0.046249,-0.026900,-0.043129,-0.019203,-0.096543,0.076391,0.004548,-0.019348,-0.000513,-0.044594,-0.014860,0.018697,-0.001942,-0.053491,-0.024823,0.023474,0.044387,-0.002110,-0.022555,0.020073,0.057419,0.032687,0.054812,0.010752,-0.008361,-0.008700,0.009451,0.000488,0.025166,0.026611,-0.017849,-0.002741,0.022948,-0.008060,-0.007158,-0.001273,-0.035589,-0.026067,-0.027889,-0.053815,0.035938,0.058269,0.014164,0.020871,0.054485,-0.000408,-0.036931,0.009968,0.015935,0.031214,-0.010379,-0.031143,0.005239,0.015565,-0.025992,0.000380,0.065614,0.030743,0.010584,-0.045930,-0.011761,0.016159,0.037776,0.032306,0.039614,0.015208,-0.029687,0.014556,0.011095,-0.000109,-0.057078,0.049282,0.030787,-0.012626,0.078682,0.002910,-0.032410,-0.068306,0.034058,-0.009655,-0.057995,0.045844,0.039070,0.081372,0.025007,0.028388,0.021695,0.011307,-0.033246,-0.042624,-0.027286,-0.019948,-0.003356,-0.040589,-0.026404,-0.004175,0.002954,-0.038392,0.035405,-0.078456,-0.040475,0.004827,-0.000850,-0.018661,0.019467,0.059253,0.069631,-0.011239,-0.020537,-0.035350,-0.026700,0.015530,0.020219,0.028615,-0.039117,0.017961,-0.033802,-0.015459,0.038449,0.000355,-0.016324
6,-0.005091,-0.007774,0.003187,-0.018618,0.013331,-0.001477,0.004620,0.008472,-0.009931,-0.010684,0.001282,-0.004831,0.004152,-0.006038,-0.001968,-0.015005,0.003886,-0.005283,-0.007343,-0.001561,-0.007154,-0.001831,0.013874,0.004650,-0.012885,-0.007233,0.001639,0.008187,-0.007639,-0.004065,-0.016395,-0.004544,-0.002280,0.007649,0.000528,-0.000718,0.004342,0.005737,0.001874,-0.005642,0.006641,-0.018402,-0.005919,-0.003756,-0.003227,0.010512,-0.007231,0.011526,0.010008,0.018323,-0.007072,-0.001194,-0.001256,-0.014852,-0.001242,0.011173,0.008983,0.006674,-0.015853,0.009927,0.012037,0.000053,0.004539,0.005997,-0.002758,0.010380,0.002313,-0.015443,-0.000595,0.012428,0.012346,-0.009307,0.001796,-0.015256,-0.010009,-0.003267,0.013104,-0.017476,0.001623,0.007958,0.022312,0.002976,0.002102,0.007141,0.001793,0.003012,0.013270,-0.019341,0.004649,-0.008224,0.005282,-0.004448,0.005616,-0.008109,0.011441,0.003395,0.009325,-0.021623,-0.003933,-0.001015,-0.011687,-0.000550,0.000228,-0.004508,-0.004244,-0.012462,-0.022851,0.006432,-0.001950,-0.012460,0.002280,0.001594,0.006207,0.012213,0.011164,-0.014068,0.022422,0.006122,0.005882,-0.003732,-0.003962,-0.000228,-0.001086,0.003009,0.001253,0.015927,0.001233,0.001768
7,0.002867,-0.005201,0.008698,-0.015361,0.012128,-0.006636,-0.003712,0.009370,-0.013338,-0.016979,-0.006827,-0.016059,0.007648,-0.002482,0.003338,-0.015695,-0.002807,-0.005704,-0.000956,-0.009292,-0.008389,0.001310,0.007721,0.007362,-0.004677,-0.008286,0.003940,0.005684,0.001058,0.007089,-0.006256,-0.003535,-0.004589,0.010566,0.003945,0.005138,0.007043,0.010512,-0.004212,0.005095,0.007748,-0.022774,-0.004188,-0.002631,-0.009182,0.001191,-0.004643,0.008263,0.006064,0.008107,-0.003688,0.004256,-0.003912,-0.009173,0.002701,0.013955,0.014593,0.002768,-0.015434,0.011301,0.012968,0.001814,0.006467,0.015163,0.002198,0.016819,0.000531,-0.008587,0.006547,0.011836,0.007924,-0.004263,0.005884,-0.010816,-0.006054,-0.001508,0.011551,-0.016327,0.006046,0.008374,0.014946,0.008372,-0.001172,0.000159,-0.001006,0.008754,0.003851,-0.016156,0.006792,-0.005110,0.007954,0.000816,0.006056,-0.005635,0.005996,0.009938,0.000218,-0.015316,-0.014388,0.001206,-0.013272,-0.006283,0.001657,-0.002506,-0.015825,-0.001005,-0.016438,0.001027,0.001054,0.000059,0.002234,-0.001499,0.008308,0.011464,0.011682,-0.013680,0.012314,0.002953,0.011373,0.000911,0.002398,-0.004148,-0.000503,-0.000022,0.001585,0.014133,-0.004790,0.002159
8,-0.010313,-0.017354,0.036942,-0.088447,0.097795,-0.025095,-0.008645,0.041498,-0.083151,-0.067388,-0.008184,-0.061014,0.052080,-0.016553,-0.006650,-0.079050,-0.015096,0.006959,0.000130,-0.044644,-0.051987,-0.018152,0.073449,0.068924,-0.027919,-0.035253,0.042014,0.037574,-0.035522,0.029629,-0.068532,-0.005064,0.002347,0.047511,0.002229,0.016502,0.025896,0.032501,0.008304,0.002372,0.028249,-0.095169,-0.030639,-0.034875,-0.016191,0.009948,-0.060466,0.053732,0.054999,0.060049,-0.029447,0.031748,-0.013445,-0.076823,-0.009129,0.061847,0.048349,0.036618,-0.089449,0.042990,0.068457,-0.019931,0.018432,0.059026,0.004624,0.059989,-0.006412,-0.066214,0.003385,0.037163,0.046272,-0.006814,0.014310,-0.062742,-0.038211,-0.011539,0.049867,-0.099727,-0.006369,0.035691,0.088839,0.044624,0.016961,0.012925,-0.006392,0.045071,0.046976,-0.092558,0.030617,-0.005664,0.059020,0.002020,0.030384,-0.005297,0.046469,0.023267,-0.004117,-0.087388,-0.047675,0.006009,-0.058375,-0.015301,-0.005904,-0.012291,-0.050956,-0.017497,-0.090840,-0.000752,0.001076,-0.027941,-0.000479,0.003087,0.072850,0.049417,0.053899,-0.041133,0.098669,0.004729,0.037221,-0.010813,0.008668,-0.022202,-0.002974,0.000597,-0.001543,0.068488,-0.010598,0.006896
9,-0.003636,-0.001905,0.002912,0.000020,0.000890,-0.003800,0.001040,0.008527,0.005153,-0.003402,0.003702,-0.012946,0.011945,0.002683,-0.004687,-0.000332,-0.005600,-0.005098,0.001010,0.000585,-0.002881,0.003157,0.001204,0.003730,0.001729,-0.001248,-0.004233,0.004661,0.008592,0.007478,0.000947,-0.002827,-0.000913,0.004605,0.003120,-0.000307,0.007061,-0.005152,0.001782,0.000952,-0.007656,0.002065,-0.000535,-0.007473,-0.006675,-0.002145,-0.006406,0.002396,0.006206,0.002059,0.001676,0.003469,-0.002438,-0.001387,0.001227,0.001752,-0.003007,-0.002307,0.001182,-0.003263,-0.002196,-0.002280,0.000139,0.004779,0.001815,-0.002618,-0.008745,-0.000303,0.000374,0.007412,0.003159,0.003788,0.005345,-0.004708,0.002814,0.000779,-0.003410,0.000639,0.008255,-0.003355,-0.007595,0.012561,-0.003809,-0.006944,-0.007263,0.003383,-0.002784,-0.008346,0.003544,0.003414,0.003259,0.002940,0.001145,0.003303,0.000278,-0.004343,-0.003736,-0.003018,-0.001871,-0.002112,-0.004178,-0.001648,0.000029,0.004693,-0.002726,0.005070,-0.006685,-0.005895,-0.001379,0.000509,-0.000151,-0.000002,0.000091,0.008059,0.000219,-0.002371,-0.011552,-0.003325,0.003156,0.004312,0.006641,-0.006185,-0.000341,-0.003207,0.000426,0.001415,0.002212,-0.005401
10,-0.004414,-0.007941,-0.003868,-0.005424,0.013326,-0.004380,0.005623,-0.000601,-0.011504,-0.010606,-0.000342,0.006050,-0.001948,-0.003842,0.005560,-0.012413,0.008610,0.000428,-0.005269,-0.007875,0.003488,-0.002759,0.003982,0.002187,-0.006119,-0.003412,0.001817,-0.003983,-0.014203,-0.008327,-0.013283,0.001866,-0.000575,0.005694,-0.003198,0.002248,0.002188,0.007624,0.003195,-0.004180,0.007179,-0.011651,-0.003316,0.003276,0.001015,0.006824,0.001802,0.004814,-0.001724,0.005441,-0.007654,-0.008570,0.003050,-0.006132,-0.000334,0.006026,0.006276,0.004365,-0.008772,0.005460,0.007464,0.001022,0.003950,0.000749,-0.006434,0.010016,0.006453,-0.003691,-0.003331,0.004326,0.009161,-0.004124,0.001882,-0.010454,-0.005720,-0.000066,0.006681,-0.005815,-0.006820,-0.003060,0.019830,-0.004385,0.002341,0.005783,0.010121,0.001725,0.013607,-0.005509,-0.002638,-0.005001,0.000364,-0.005775,0.003162,-0.009307,0.002619,0.012840,0.007692,-0.010148,-0.001740,0.001550,-0.003623,0.003684,0.005344,0.000244,0.002636,-0.014932,-0.005608,0.004968,0.005193,-0.007433,0.003963,0.003285,0.006856,-0.000756,0.011321,-0.007771,0.025768,0.010195,0.003541,-0.006531,-0.000527,-0.000707,-0.003093,0.009443,0.000544,0.000829,-0.001276,0.000328
